participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.exclude_from_data_analysis,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,player.id_in_group,player.payoff,group.id_in_subsession,subsession.round_number,session.code,session.label,session.experimenter_name,session.time_scheduled,session.time_started,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
68,35po40gm,,0,3,10,consent_start3,1,Proceed,10.43.180.138,2017-02-20 02:24:45.916531+00:00,0,1,A2XUADP5L61HQ5,3EG49X351VRG7UJSDYY4Z0ICTUIX6R,68,0,1,1,wlj617jy,,,,,3YLTXLH3DFLO9Q3OXOAQDUPFNWIHP4,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
69,leqcrvdv,,0,9,10,ultimatum_customer,1,Results,10.41.215.197,2017-02-20 02:27:43.892386+00:00,0,1,A2CDET5JON4S6K,3RKNTXVS3NDQWU7LJ0DBIUN0WI44AA,69,0,1,1,wlj617jy,,,,,3YLTXLH3DFLO9Q3OXOAQDUPFNWIHP4,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
70,8znvlbcn,,0,3,10,consent_start3,1,Proceed,10.81.229.55,2017-02-20 02:28:16.364482+00:00,0,1,A3GOQUS44NGRMX,3M68NM076IMWAYXG4ZSCAIWOSDY6R5,70,0,1,1,wlj617jy,,,,,3YLTXLH3DFLO9Q3OXOAQDUPFNWIHP4,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
71,vmg2vbb0,,0,9,10,ultimatum_customer,1,Results,10.109.176.159,2017-02-20 02:30:27.034611+00:00,0,1,A6ORRFI3XOACA,32RIADZISTJUWQTF00Z23UH6IOB4S6,71,0,1,1,wlj617jy,,,,,3YLTXLH3DFLO9Q3OXOAQDUPFNWIHP4,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
72,v01z9rp2,,0,9,10,ultimatum_customer,1,Results,10.71.208.240,2017-02-20 02:31:25.117811+00:00,0,1,A1NBMA287PWN0T,3NJM2BJS4XL0E2Q21Y1QRNOJNHLCPB,72,0,1,1,wlj617jy,,,,,3YLTXLH3DFLO9Q3OXOAQDUPFNWIHP4,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
73,oluf3sat,,0,11,10,ultimatum_customer,1,Validation,10.43.197.52,2017-02-20 02:31:31.542897+00:00,0,1,A110BZSDZN7E16,336YQZE83WT9UEKAU8MQWDOEQVOM5H,73,0,1,1,wlj617jy,,,,,3YLTXLH3DFLO9Q3OXOAQDUPFNWIHP4,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
74,lr3dbi0d,,0,11,10,ultimatum_customer,1,Validation,10.93.232.18,2017-02-20 02:32:37.239114+00:00,0,1,AYDCUW23NUJMP,3LRLIPTPEROBAWWO4S0RPBCWT4UAK6,74,0,1,1,wlj617jy,,,,,3YLTXLH3DFLO9Q3OXOAQDUPFNWIHP4,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
75,yv138lgc,,0,11,10,ultimatum_customer,1,Validation,10.186.81.42,2017-02-20 02:32:46.613394+00:00,0,1,A2UWMGQWV1FBJ8,3LUY3GC630FU2LV6AHTFB1W5M6UP7V,75,0,1,1,wlj617jy,,,,,3YLTXLH3DFLO9Q3OXOAQDUPFNWIHP4,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
76,4zkrjc28,,0,9,10,ultimatum_customer,1,Results,10.155.222.143,2017-02-20 02:32:51.125581+00:00,0,1,A2JHF7CU91EVXW,3R2PKQ87NXNL62FP1S5KLMSJVHUMIR,76,0,1,1,wlj617jy,,,,,3YLTXLH3DFLO9Q3OXOAQDUPFNWIHP4,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
77,i3311336,,0,11,10,ultimatum_customer,1,Validation,10.140.231.210,2017-02-20 02:33:16.740385+00:00,0,1,A2BEBSKRACN0KA,3BC8WZX3V4BPWHV0WNVALDNKO0CRRO,77,0,1,1,wlj617jy,,,,,3YLTXLH3DFLO9Q3OXOAQDUPFNWIHP4,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
78,c9dasdq2,,0,11,10,ultimatum_customer,1,Validation,10.150.135.91,2017-02-20 02:33:28.123149+00:00,0,1,A3JNNX7MT0XPEW,3FFJ6VRIL23O3O8ICNIMNPL6SETI0C,78,0,1,1,wlj617jy,,,,,3YLTXLH3DFLO9Q3OXOAQDUPFNWIHP4,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
79,6iv0g5ny,,0,11,10,ultimatum_customer,1,Validation,10.138.121.5,2017-02-20 02:34:59.472513+00:00,0,1,A3K7GPG90ZJ8A,3N4BPTXIO97VP5AMAXHIPCOQ07MUK2,79,0,1,1,wlj617jy,,,,,3YLTXLH3DFLO9Q3OXOAQDUPFNWIHP4,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
80,1er0l0tc,,0,11,10,ultimatum_customer,1,Validation,10.236.12.50,2017-02-20 02:35:17.129079+00:00,0,1,A3G6M0DR9IX32J,39ZSFO5CA9B0EL44SCH6OXODLIMUJ3,80,0,1,1,wlj617jy,,,,,3YLTXLH3DFLO9Q3OXOAQDUPFNWIHP4,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
81,u83c3xkw,,0,11,10,ultimatum_customer,1,Validation,10.63.30.96,2017-02-20 02:36:31.493165+00:00,0,1,A3QM5J2H1DMON5,3ZSANO2JCGM4U6Q4KHVLUYEX7EKSFI,81,0,1,1,wlj617jy,,,,,3YLTXLH3DFLO9Q3OXOAQDUPFNWIHP4,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
82,5lwoknhl,,0,9,10,ultimatum_customer,1,Results,10.69.205.24,2017-02-20 02:37:22.352587+00:00,0,1,A2IE8K871N2FRB,3LRKMWOKB6WHUO06REAM68HBLPG2ZE,82,0,1,1,wlj617jy,,,,,3YLTXLH3DFLO9Q3OXOAQDUPFNWIHP4,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
83,as1az3f3,,0,11,10,ultimatum_customer,1,Validation,10.138.143.17,2017-02-20 02:42:09.690049+00:00,0,1,A3BAYZ4MLWNN5A,3KYQYYSHYWMSYUKFMUJMMT1BYC1OD6,83,0,1,1,wlj617jy,,,,,3YLTXLH3DFLO9Q3OXOAQDUPFNWIHP4,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
84,g5bjbag6,,0,9,10,ultimatum_customer,1,Results,10.155.222.143,2017-02-20 03:14:09.955957+00:00,0,1,ARQVX5N01PRSF,3SPJ033422IHVUO92DEVRIUQH6ZJYS,84,0,1,1,wlj617jy,,,,,3YLTXLH3DFLO9Q3OXOAQDUPFNWIHP4,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
85,gw2hoprq,,0,11,10,ultimatum_customer,1,Validation,10.138.140.172,2017-02-20 03:18:17.902591+00:00,0,1,ARQA90W3DRJCB,3G5W44VEU8XCKN9RQSS1LXNZRZ9KGU,85,0,1,1,wlj617jy,,,,,3YLTXLH3DFLO9Q3OXOAQDUPFNWIHP4,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
86,7bjd2cff,,0,11,10,ultimatum_customer,1,Validation,10.142.27.17,2017-02-20 03:33:43.376341+00:00,0,1,A3QLRC0K1HG9E0,3SLE99ER0OSBI102A73X71KFFVUZBE,86,0,1,1,wlj617jy,,,,,3YLTXLH3DFLO9Q3OXOAQDUPFNWIHP4,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
87,32c038ka,,0,9,10,ultimatum_customer,1,Results,10.190.139.180,2017-02-20 03:38:52.913494+00:00,0,1,A29DTOJJVU7GCA,3KMS4QQVK3566NDWF8MJ3CNNQKAKFW,87,0,1,1,wlj617jy,,,,,3YLTXLH3DFLO9Q3OXOAQDUPFNWIHP4,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
88,d0c007ix,,0,11,10,ultimatum_customer,1,Validation,10.167.190.210,2017-02-20 04:42:04.857315+00:00,0,1,A5T9IFDZ3W4T6,3UXUOQ9OKFCNFHP4LYBIL67ANK07A3,88,0,1,1,wlj617jy,,,,,3YLTXLH3DFLO9Q3OXOAQDUPFNWIHP4,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
89,0pah0am8,,0,0,10,,,,,,0,0,,,89,0,1,1,wlj617jy,,,,,3YLTXLH3DFLO9Q3OXOAQDUPFNWIHP4,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
90,azl2sigf,,0,0,10,,,,,,0,0,,,90,0,1,1,wlj617jy,,,,,3YLTXLH3DFLO9Q3OXOAQDUPFNWIHP4,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
91,g07x7wfs,,0,0,10,,,,,,0,0,,,91,0,1,1,wlj617jy,,,,,3YLTXLH3DFLO9Q3OXOAQDUPFNWIHP4,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
92,dv7kk2yh,,0,0,10,,,,,,0,0,,,92,0,1,1,wlj617jy,,,,,3YLTXLH3DFLO9Q3OXOAQDUPFNWIHP4,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
93,7e8ixbpa,,0,0,10,,,,,,0,0,,,93,0,1,1,wlj617jy,,,,,3YLTXLH3DFLO9Q3OXOAQDUPFNWIHP4,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
94,oenqzy68,,0,0,10,,,,,,0,0,,,94,0,1,1,wlj617jy,,,,,3YLTXLH3DFLO9Q3OXOAQDUPFNWIHP4,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
95,352q9yd3,,0,0,10,,,,,,0,0,,,95,0,1,1,wlj617jy,,,,,3YLTXLH3DFLO9Q3OXOAQDUPFNWIHP4,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
96,w69n8s0o,,0,0,10,,,,,,0,0,,,96,0,1,1,wlj617jy,,,,,3YLTXLH3DFLO9Q3OXOAQDUPFNWIHP4,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
97,9ld1zoum,,0,0,10,,,,,,0,0,,,97,0,1,1,wlj617jy,,,,,3YLTXLH3DFLO9Q3OXOAQDUPFNWIHP4,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
98,7rqazbeq,,0,0,10,,,,,,0,0,,,98,0,1,1,wlj617jy,,,,,3YLTXLH3DFLO9Q3OXOAQDUPFNWIHP4,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
99,90uqg81c,,0,0,10,,,,,,0,0,,,99,0,1,1,wlj617jy,,,,,3YLTXLH3DFLO9Q3OXOAQDUPFNWIHP4,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
100,jzp4ur3o,,0,0,10,,,,,,0,0,,,100,0,1,1,wlj617jy,,,,,3YLTXLH3DFLO9Q3OXOAQDUPFNWIHP4,3PUN5J88E7Q1F6QW4EKD7X76U3VADO,,0
